   row |             user |  size |  22 s |  22 e |  23 s |  23 e
------ | ---------------- | ----- | ----- | ----- | ----- | -----
 19150 |          PhoeniX |  7334 | 61445 | 61445 | 61950 | 61950
 19151 |        puzzlebot |  7334 | 61445 | 61445 | 61951 | 61955
 19152 |          PhoeniX |  7334 | 61445 | 61445 | 61956 | 61956
 19153 |        puzzlebot |  7334 | 61445 | 61445 | 61957 | 61966
 19154 |    e_vitiello_jr |  7334 | 61445 | 61445 | 61967 | 61967
 19155 |        puzzlebot |  7334 | 61445 | 61445 | 61968 | 61976
 19156 |          PhoeniX |  7334 | 61445 | 61445 | 61977 | 61977
 19157 |        puzzlebot |  7334 | 61445 | 61445 | 61978 | 61993
 19158 |          PhoeniX |  7334 | 61445 | 61445 | 61994 | 61994
 19159 |        puzzlebot |  7334 | 61445 | 61445 | 61995 | 61995
 18500 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63599 | 63599
 18501 |        puzzlebot |  7334 | 61444 | 61444 | 63600 | 63691
 18502 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63692 | 63692
 18503 |        puzzlebot |  7334 | 61444 | 61444 | 63693 | 63702
 19160 |          PhoeniX |  7334 | 61445 | 61445 | 61996 | 61996
 18504 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63703 | 63703
 19161 |        puzzlebot |  7334 | 61445 | 61445 | 61997 | 61999
 18505 |        puzzlebot |  7334 | 61444 | 61444 | 63704 | 63709
 19162 |          PhoeniX |  7334 | 61445 | 61445 | 62000 | 62000
 18506 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63710 | 63710
     1 |        puzzlebot |  7334 |     1 | 24575 | 65023 | 65023
 19163 |        puzzlebot |  7334 | 61445 | 61445 | 62001 | 62001
 18507 |        puzzlebot |  7334 | 61444 | 61444 | 63711 | 63752
     2 |    e_vitiello_jr |  7334 | 24575 | 24575 | 65301 | 65320
 19164 |          PhoeniX |  7334 | 61445 | 61445 | 62002 | 62002
 18508 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63753 | 63753
     3 |          PhoeniX |  7334 | 24575 | 24575 | 65322 | 65322
 19165 |    e_vitiello_jr |  7334 | 61445 | 61445 | 62003 | 62003
 18509 |        puzzlebot |  7334 | 61444 | 61444 | 63754 | 63810
     4 |    e_vitiello_jr |  7334 | 24575 | 24575 | 65326 | 65326
 19166 |        puzzlebot |  7334 | 61445 | 61445 | 62004 | 62004
     5 |          PhoeniX |  7334 | 24575 | 24575 | 65331 | 65331
 19167 |          PhoeniX |  7334 | 61445 | 61445 | 62005 | 62005
     6 |    e_vitiello_jr |  7334 | 24575 | 24575 | 65333 | 65335
 19168 |        puzzlebot |  7334 | 61445 | 61445 | 62006 | 62006
     7 |          PhoeniX |  7334 | 24575 | 24575 | 65347 | 65347
 19169 |          PhoeniX |  7334 | 61445 | 61445 | 62007 | 62007
     8 |    e_vitiello_jr |  7334 | 24575 | 24575 | 65348 | 65352
     9 |          PhoeniX |  7334 | 24575 | 24575 | 65353 | 65353
 18510 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63811 | 63811
 18511 |        puzzlebot |  7334 | 61444 | 61444 | 63812 | 63868
 18512 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63869 | 63869
 18513 |        puzzlebot |  7334 | 61444 | 61444 | 63870 | 63871
 19170 |        puzzlebot |  7334 | 61445 | 61445 | 62008 | 62009
 18514 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63872 | 63872
 19171 |          PhoeniX |  7334 | 61445 | 61445 | 62010 | 62010
 18515 |        puzzlebot |  7334 | 61444 | 61444 | 63873 | 63889
 19172 |        puzzlebot |  7334 | 61445 | 61445 | 62011 | 62015
 18516 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63890 | 63890
 19173 |          PhoeniX |  7334 | 61445 | 61445 | 62016 | 62016
 18517 |        puzzlebot |  7334 | 61444 | 61444 | 63891 | 63948
 19174 |        puzzlebot |  7334 | 61445 | 61445 | 62017 | 62022
 18518 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63949 | 63949
 19175 |          PhoeniX |  7334 | 61445 | 61445 | 62023 | 62023
 18519 |        puzzlebot |  7334 | 61444 | 61444 | 63950 | 63977
 19176 |    e_vitiello_jr |  7334 | 61445 | 61445 | 62024 | 62024
 19177 |          PhoeniX |  7334 | 61445 | 61445 | 62025 | 62025
 19178 |        puzzlebot |  7334 | 61445 | 61445 | 62026 | 62026
 19179 |          PhoeniX |  7334 | 61445 | 61445 | 62027 | 62027
  7300 |       Shandrakor |  7334 | 41014 | 41014 | 63164 | 63164
  7301 |         caoxley1 |  7334 | 41014 | 41014 | 63165 | 63165
  7302 |        bmanevitz |  7334 | 41014 | 41014 | 63166 | 63170
  7303 |    username_here |  7334 | 41014 | 41014 | 63171 | 63171
  7304 |           rlsnow |  7334 | 41014 | 41014 | 63172 | 63172
 18520 |    e_vitiello_jr |  7334 | 61444 | 61444 | 63978 | 63978
  7305 |        bmanevitz |  7334 | 41014 | 41014 | 63173 | 63173
 18521 |        puzzlebot |  7334 | 61444 | 61444 | 63979 | 64002
  7306 |    username_here |  7334 | 41014 | 41014 | 63174 | 63174
 18522 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64003 | 64003
  7307 |        bmanevitz |  7334 | 41014 | 41014 | 63175 | 63175
 18523 |        puzzlebot |  7334 | 61444 | 61444 | 64004 | 64027
  7308 |           rlsnow |  7334 | 41014 | 41014 | 63177 | 63177
 19180 |        puzzlebot |  7334 | 61445 | 61445 | 62028 | 62029
 18524 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64028 | 64028
  7309 |        bmanevitz |  7334 | 41014 | 41014 | 63178 | 63178
 19181 |          PhoeniX |  7334 | 61445 | 61445 | 62030 | 62030
 18525 |        puzzlebot |  7334 | 61444 | 61444 | 64029 | 64077
 19182 |        puzzlebot |  7334 | 61445 | 61445 | 62031 | 62047
 18526 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64078 | 64078
 19183 |          PhoeniX |  7334 | 61445 | 61445 | 62048 | 62048
 18527 |        puzzlebot |  7334 | 61444 | 61444 | 64079 | 64097
 19184 |        puzzlebot |  7334 | 61445 | 61445 | 62049 | 62053
 18528 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64098 | 64098
 19185 |          PhoeniX |  7334 | 61445 | 61445 | 62054 | 62054
 18529 |        puzzlebot |  7334 | 61444 | 61444 | 64099 | 64242
 19186 |        puzzlebot |  7334 | 61445 | 61445 | 62055 | 62056
 19187 |          PhoeniX |  7334 | 61445 | 61445 | 62057 | 62057
 19188 |        puzzlebot |  7334 | 61445 | 61445 | 62058 | 62058
 19189 |          PhoeniX |  7334 | 61445 | 61445 | 62059 | 62059
  7310 |           rlsnow |  7334 | 41014 | 41014 | 63179 | 63180
  7311 |    username_here |  7334 | 41014 | 41014 | 63181 | 63181
  7312 |        bmanevitz |  7334 | 41014 | 41014 | 63182 | 63183
  7313 |           rlsnow |  7334 | 41014 | 41014 | 63184 | 63186
  7314 |        bmanevitz |  7334 | 41014 | 41014 | 63187 | 63187
 18530 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64243 | 64243
  7315 |           rlsnow |  7334 | 41014 | 41014 | 63188 | 63188
 18531 |        puzzlebot |  7334 | 61444 | 61444 | 64244 | 64253
  7316 |        bmanevitz |  7334 | 41014 | 41014 | 63189 | 63189
 18532 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64254 | 64254
  7317 |           rlsnow |  7334 | 41014 | 41014 | 63190 | 63192
 18533 |        puzzlebot |  7334 | 61444 | 61444 | 64255 | 64297
  7318 |          txgb324 |  7334 | 41014 | 41014 | 63193 | 63193
 19190 |        puzzlebot |  7334 | 61445 | 61445 | 62060 | 62060
 18534 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64298 | 64298
  7319 |          oeeping |  7334 | 41014 | 41014 | 63194 | 63194
 19191 |          PhoeniX |  7334 | 61445 | 61445 | 62061 | 62062
 18535 |        puzzlebot |  7334 | 61444 | 61444 | 64299 | 64306
 19192 |        puzzlebot |  7334 | 61445 | 61445 | 62063 | 62073
 18536 |          PhoeniX |  7334 | 61444 | 61444 | 64307 | 64307
 19193 |          PhoeniX |  7334 | 61445 | 61445 | 62074 | 62074
 18537 |        puzzlebot |  7334 | 61444 | 61444 | 64308 | 64335
 19194 |        puzzlebot |  7334 | 61445 | 61445 | 62075 | 62076
 18538 |          PhoeniX |  7334 | 61444 | 61444 | 64336 | 64336
 19195 |          PhoeniX |  7334 | 61445 | 61445 | 62077 | 62077
 18539 |        puzzlebot |  7334 | 61444 | 61444 | 64337 | 64340
 19196 |        puzzlebot |  7334 | 61445 | 61445 | 62078 | 62084
 19197 |          PhoeniX |  7334 | 61445 | 61445 | 62085 | 62085
 19198 |        puzzlebot |  7334 | 61445 | 61445 | 62086 | 62087
 19199 |          PhoeniX |  7334 | 61445 | 61445 | 62088 | 62089
   900 |          PhoeniX |  7334 | 32767 | 32767 | 63912 | 63912
   901 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63915 | 63943
   902 |          PhoeniX |  7334 | 32767 | 32767 | 63945 | 63945
   903 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63947 | 63947
   904 |          PhoeniX |  7334 | 32767 | 32767 | 63964 | 63964
   905 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63966 | 63966
   906 |          PhoeniX |  7334 | 32767 | 32767 | 63968 | 63968
   907 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63971 | 63972
   908 |          PhoeniX |  7334 | 32767 | 32767 | 63974 | 63978
   909 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63981 | 63985
  7320 |      Nostromo434 |  7334 | 41014 | 41014 | 63195 | 63195
  7321 |          oeeping |  7334 | 41014 | 41014 | 63196 | 63198
  7322 |          txgb324 |  7334 | 41014 | 41014 | 63199 | 63199
  7323 |      Nostromo434 |  7334 | 41014 | 41014 | 63200 | 63200
  7324 |          oeeping |  7334 | 41014 | 41014 | 63201 | 63201
 18540 |          PhoeniX |  7334 | 61444 | 61444 | 64341 | 64341
  7325 |      Nostromo434 |  7334 | 41014 | 41014 | 63202 | 63202
 18541 |        puzzlebot |  7334 | 61444 | 61444 | 64342 | 64342
  7326 |       Shandrakor |  7334 | 41014 | 41014 | 63203 | 63203
 18542 |          PhoeniX |  7334 | 61444 | 61444 | 64343 | 64343
  7327 |          oeeping |  7334 | 41014 | 41014 | 63204 | 63204
 18543 |        puzzlebot |  7334 | 61444 | 61444 | 64344 | 64348
  7328 |          txgb324 |  7334 | 41014 | 41014 | 63205 | 63205
 18544 |          PhoeniX |  7334 | 61444 | 61444 | 64349 | 64349
  7329 |          oeeping |  7334 | 41014 | 41014 | 63206 | 63206
 18545 |        puzzlebot |  7334 | 61444 | 61444 | 64350 | 64365
 18546 |          PhoeniX |  7334 | 61444 | 61444 | 64366 | 64366
 18547 |        puzzlebot |  7334 | 61444 | 61444 | 64367 | 64372
 18548 |          PhoeniX |  7334 | 61444 | 61444 | 64373 | 64373
 18549 |        puzzlebot |  7334 | 61444 | 61444 | 64374 | 64376
   910 |          PhoeniX |  7334 | 32767 | 32767 | 63986 | 63987
   911 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63988 | 63989
   912 |          PhoeniX |  7334 | 32767 | 32767 | 63990 | 63992
   913 |    e_vitiello_jr |  7334 | 32767 | 32767 | 63993 | 63998
   914 |          PhoeniX |  7334 | 32767 | 32767 | 63999 | 63999
   915 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64003 | 64003
   916 |          PhoeniX |  7334 | 32767 | 32767 | 64005 | 64006
   917 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64009 | 64009
   918 |          PhoeniX |  7334 | 32767 | 32767 | 64010 | 64010
   919 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64011 | 64011
  7330 |          txgb324 |  7334 | 41014 | 41014 | 63207 | 63208
  7331 |      Nostromo434 |  7334 | 41014 | 41014 | 63209 | 63209
  7332 |              Oli |  7334 | 41014 | 41014 | 63210 | 63216
  7333 |        Nostromo6 |  7334 | 41014 | 41014 | 63217 | 63217
  7334 |    username_here |  7334 | 41014 | 41014 | 63218 | 63218
 18550 |          PhoeniX |  7334 | 61444 | 61444 | 64377 | 64377
  7335 |       Shandrakor |  7334 | 41014 | 41014 | 63219 | 63222
 18551 |        puzzlebot |  7334 | 61444 | 61444 | 64378 | 64381
  7336 |            dysan |  7334 | 41014 | 41014 | 63223 | 63223
 18552 |          PhoeniX |  7334 | 61444 | 61444 | 64382 | 64383
  7337 |       Shandrakor |  7334 | 41014 | 41014 | 63224 | 63224
 18553 |        puzzlebot |  7334 | 61444 | 61444 | 64384 | 64389
  7338 |             Oli2 |  7334 | 41014 | 41014 | 63225 | 63225
 18554 |          PhoeniX |  7334 | 61444 | 61444 | 64390 | 64390
  7339 |           sfsdfd |  7334 | 41014 | 41014 | 63226 | 63226
 18555 |        puzzlebot |  7334 | 61444 | 61444 | 64391 | 64393
 18556 |          PhoeniX |  7334 | 61444 | 61444 | 64394 | 64394
 18557 |        puzzlebot |  7334 | 61444 | 61444 | 64395 | 64397
 18558 |          PhoeniX |  7334 | 61444 | 61444 | 64398 | 64398
 18559 |        puzzlebot |  7334 | 61444 | 61444 | 64399 | 64405
   920 |          PhoeniX |  7334 | 32767 | 32767 | 64016 | 64016
   921 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64017 | 64017
   922 |          PhoeniX |  7334 | 32767 | 32767 | 64021 | 64021
   923 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64022 | 64030
   924 |          PhoeniX |  7334 | 32767 | 32767 | 64033 | 64044
   925 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64049 | 64055
   926 |          PhoeniX |  7334 | 32767 | 32767 | 64056 | 64056
   927 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64061 | 64066
   928 |          PhoeniX |  7334 | 32767 | 32767 | 64067 | 64067
   929 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64081 | 64085
  7340 |      wintermute1 |  7334 | 41014 | 41014 | 63228 | 63228
 17900 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65152 | 65152
  7341 |       Shandrakor |  7334 | 41014 | 41014 | 63230 | 63240
 17901 |        puzzlebot |  7334 | 61443 | 61443 | 65153 | 65153
  7342 |             Oli2 |  7334 | 41014 | 41014 | 63241 | 63241
 17902 |          PhoeniX |  7334 | 61443 | 61443 | 65154 | 65154
  7343 |       Shandrakor |  7334 | 41014 | 41014 | 63242 | 63242
 17903 |        puzzlebot |  7334 | 61443 | 61443 | 65155 | 65176
  7344 |      wintermute1 |  7334 | 41014 | 41014 | 63245 | 63245
 18560 |          PhoeniX |  7334 | 61444 | 61444 | 64406 | 64407
 17904 |          PhoeniX |  7334 | 61443 | 61443 | 65177 | 65177
  7345 |           sfsdfd |  7334 | 41014 | 41014 | 63247 | 63247
 18561 |        puzzlebot |  7334 | 61444 | 61444 | 64408 | 64416
 17905 |        puzzlebot |  7334 | 61443 | 61443 | 65178 | 65178
  7346 |       Shandrakor |  7334 | 41014 | 41014 | 63249 | 63249
 18562 |          PhoeniX |  7334 | 61444 | 61444 | 64417 | 64417
 17906 |          PhoeniX |  7334 | 61443 | 61443 | 65179 | 65180
  7347 |        Nostromo3 |  7334 | 41014 | 41014 | 63250 | 63250
 18563 |        puzzlebot |  7334 | 61444 | 61444 | 64418 | 64423
 17907 |        puzzlebot |  7334 | 61443 | 61443 | 65181 | 65181
  7348 |       Shandrakor |  7334 | 41014 | 41014 | 63251 | 63251
 18564 |          PhoeniX |  7334 | 61444 | 61444 | 64424 | 64424
 17908 |          PhoeniX |  7334 | 61443 | 61443 | 65182 | 65182
  7349 |            dysan |  7334 | 41014 | 41014 | 63253 | 63253
 18565 |        puzzlebot |  7334 | 61444 | 61444 | 64425 | 64432
 17909 |        puzzlebot |  7334 | 61443 | 61443 | 65183 | 65183
 18566 |          PhoeniX |  7334 | 61444 | 61444 | 64433 | 64433
 18567 |        puzzlebot |  7334 | 61444 | 61444 | 64434 | 64460
 18568 |          PhoeniX |  7334 | 61444 | 61444 | 64461 | 64461
 18569 |        puzzlebot |  7334 | 61444 | 61444 | 64462 | 64469
   930 |          PhoeniX |  7334 | 32767 | 32767 | 64091 | 64091
   931 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64093 | 64098
   932 |          PhoeniX |  7334 | 32767 | 32767 | 64100 | 64100
   933 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64102 | 64103
   934 |          PhoeniX |  7334 | 32767 | 32767 | 64109 | 64109
   935 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64111 | 64121
   936 |          PhoeniX |  7334 | 32767 | 32767 | 64129 | 64129
   937 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64132 | 64136
   938 |          PhoeniX |  7334 | 32767 | 32767 | 64137 | 64137
   939 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64141 | 64141
  7350 |       Shandrakor |  7334 | 41014 | 41014 | 63256 | 63262
 17910 |          PhoeniX |  7334 | 61443 | 61443 | 65184 | 65184
  7351 |             Oli2 |  7334 | 41014 | 41014 | 63266 | 63266
 17911 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65185 | 65185
  7352 |       Shandrakor |  7334 | 41014 | 41014 | 63269 | 63276
 17912 |        puzzlebot |  7334 | 61443 | 61443 | 65186 | 65188
  7353 |           sfsdfd |  7334 | 41014 | 41014 | 63277 | 63277
 17913 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65189 | 65189
  7354 |            dysan |  7334 | 41014 | 41014 | 63278 | 63278
 18570 |          PhoeniX |  7334 | 61444 | 61444 | 64470 | 64470
 17914 |        puzzlebot |  7334 | 61443 | 61443 | 65190 | 65203
  7355 |       Shandrakor |  7334 | 41014 | 41014 | 63279 | 63290
 18571 |        puzzlebot |  7334 | 61444 | 61444 | 64471 | 64472
 17915 |          PhoeniX |  7334 | 61443 | 61443 | 65204 | 65204
  7356 |      wintermute1 |  7334 | 41014 | 41014 | 63291 | 63291
 18572 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64473 | 64473
 17916 |        puzzlebot |  7334 | 61443 | 61443 | 65205 | 65207
  7357 |       Shandrakor |  7334 | 41014 | 41014 | 63293 | 63293
 18573 |        puzzlebot |  7334 | 61444 | 61444 | 64474 | 64474
 17917 |          PhoeniX |  7334 | 61443 | 61443 | 65208 | 65208
  7358 |             Oli2 |  7334 | 41014 | 41014 | 63295 | 63295
 18574 |          PhoeniX |  7334 | 61444 | 61444 | 64475 | 64475
 17918 |        puzzlebot |  7334 | 61443 | 61443 | 65209 | 65211
  7359 |       Shandrakor |  7334 | 41014 | 41014 | 63296 | 63297
 18575 |        puzzlebot |  7334 | 61444 | 61444 | 64476 | 64479
 17919 |          PhoeniX |  7334 | 61443 | 61443 | 65212 | 65212
 18576 |          PhoeniX |  7334 | 61444 | 61444 | 64480 | 64480
 18577 |        puzzlebot |  7334 | 61444 | 61444 | 64481 | 64487
 18578 |          PhoeniX |  7334 | 61444 | 61444 | 64488 | 64488
 18579 |        puzzlebot |  7334 | 61444 | 61444 | 64489 | 64492
   940 |          PhoeniX |  7334 | 32767 | 32767 | 64145 | 64145
   941 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64147 | 64151
   942 |          PhoeniX |  7334 | 32767 | 32767 | 64153 | 64153
   943 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64154 | 64158
   944 |          PhoeniX |  7334 | 32767 | 32767 | 64159 | 64159
   945 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64160 | 64165
   946 |          PhoeniX |  7334 | 32767 | 32767 | 64168 | 64168
   947 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64175 | 64175
   948 |          PhoeniX |  7334 | 32767 | 32767 | 64177 | 64177
   949 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64182 | 64191
  6700 |         BakoBull |  7334 | 40991 | 40991 | 63269 | 63269
  6701 |    e_vitiello_jr |  7334 | 40991 | 40991 | 63270 | 63318
  6702 |              Oli |  7334 | 40991 | 40991 | 63319 | 63319
  6703 |    e_vitiello_jr |  7334 | 40991 | 40991 | 63320 | 63339
  7360 |        Nostromo3 |  7334 | 41014 | 41014 | 63298 | 63298
  6704 |       Shandrakor |  7334 | 40991 | 40991 | 63340 | 63340
 17920 |        puzzlebot |  7334 | 61443 | 61443 | 65213 | 65217
  7361 |       Shandrakor |  7334 | 41014 | 41014 | 63300 | 63300
  6705 |    e_vitiello_jr |  7334 | 40991 | 40991 | 63341 | 63487
 17921 |          PhoeniX |  7334 | 61443 | 61443 | 65218 | 65218
  7362 |            dysan |  7334 | 41014 | 41014 | 63301 | 63301
  6706 |           cta_17 |  7334 | 40991 | 40991 | 63488 | 63775
 17922 |        puzzlebot |  7334 | 61443 | 61443 | 65219 | 65220
  7363 |           sfsdfd |  7334 | 41014 | 41014 | 63302 | 63302
  6707 |          txgb324 |  7334 | 40991 | 40991 | 63776 | 63776
 17923 |          PhoeniX |  7334 | 61443 | 61443 | 65221 | 65221
  7364 |       Shandrakor |  7334 | 41014 | 41014 | 63303 | 63308
  6708 |           cta_17 |  7334 | 40991 | 40991 | 63777 | 65022
 18580 |          PhoeniX |  7334 | 61444 | 61444 | 64493 | 64493
 17924 |        puzzlebot |  7334 | 61443 | 61443 | 65222 | 65224
  7365 |      wintermute1 |  7334 | 41014 | 41014 | 63309 | 63309
  6709 |        puzzlebot |  7334 | 40991 | 40991 | 65023 | 65023
 18581 |        puzzlebot |  7334 | 61444 | 61444 | 64494 | 64498
 17925 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65225 | 65225
  7366 |       Shandrakor |  7334 | 41014 | 41014 | 63310 | 63310
 18582 |          PhoeniX |  7334 | 61444 | 61444 | 64499 | 64499
 17926 |          PhoeniX |  7334 | 61443 | 61443 | 65226 | 65226
  7367 |         BakoBull |  7334 | 41014 | 41014 | 63311 | 63311
 18583 |        puzzlebot |  7334 | 61444 | 61444 | 64500 | 64502
 17927 |        puzzlebot |  7334 | 61443 | 61443 | 65227 | 65230
  7368 |       Shandrakor |  7334 | 41014 | 41014 | 63312 | 63317
 18584 |    e_vitiello_jr |  7334 | 61444 | 61444 | 64503 | 64503
 17928 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65231 | 65231
  7369 |             Oli2 |  7334 | 41014 | 41014 | 63318 | 63318
 18585 |        puzzlebot |  7334 | 61444 | 61444 | 64504 | 64504
 17929 |        puzzlebot |  7334 | 61443 | 61443 | 65232 | 65241
 18586 |          PhoeniX |  7334 | 61444 | 61444 | 64505 | 64505
 18587 |        puzzlebot |  7334 | 61444 | 61444 | 64506 | 64509
 18588 |          PhoeniX |  7334 | 61444 | 61444 | 64510 | 64510
 18589 |        puzzlebot |  7334 | 61444 | 61444 | 64511 | 64516
   950 |          PhoeniX |  7334 | 32767 | 32767 | 64194 | 64194
   951 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64195 | 64197
   952 |          PhoeniX |  7334 | 32767 | 32767 | 64200 | 64200
   953 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64202 | 64219
   954 |          PhoeniX |  7334 | 32767 | 32767 | 64221 | 64221
   955 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64224 | 64239
   956 |          PhoeniX |  7334 | 32767 | 32767 | 64242 | 64242
   957 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64243 | 64253
   958 |          PhoeniX |  7334 | 32767 | 32767 | 64256 | 64256
   959 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64260 | 64262
  6710 |           cta_17 |  7334 | 40991 | 40991 | 65024 | 65535
  6711 |        bmanevitz |  7334 | 40992 | 40992 | 61440 | 63487
  6712 |    username_here |  7334 | 40992 | 40992 | 63488 | 63492
  6713 |       Melancholy |  7334 | 40992 | 40992 | 63493 | 64825
  7370 |            dysan |  7334 | 41014 | 41014 | 63320 | 63320
  6714 |        puzzlebot |  7334 | 40992 | 40992 | 65023 | 65023
 17930 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65242 | 65242
  7371 |        Nostromo3 |  7334 | 41014 | 41014 | 63321 | 63321
  6715 |          PhoeniX |  7334 | 40993 | 40993 | 61440 | 63487
 17931 |        puzzlebot |  7334 | 61443 | 61443 | 65243 | 65247
  7372 |           sfsdfd |  7334 | 41014 | 41014 | 63322 | 63322
  6716 |     coachdenmark |  7334 | 40993 | 40993 | 63488 | 65022
 17932 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65248 | 65248
  7373 |      wintermute1 |  7334 | 41014 | 41014 | 63326 | 63326
  6717 |        puzzlebot |  7334 | 40993 | 40993 | 65023 | 65023
 17933 |        puzzlebot |  7334 | 61443 | 61443 | 65249 | 65251
  7374 |       Shandrakor |  7334 | 41014 | 41014 | 63327 | 63329
  6718 |     coachdenmark |  7334 | 40993 | 40993 | 65024 | 65535
 18590 |          PhoeniX |  7334 | 61444 | 61444 | 64517 | 64517
 17934 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65252 | 65252
  7375 |      wintermute1 |  7334 | 41014 | 41014 | 63330 | 63330
  6719 |            shaun |  7334 | 40994 | 40994 | 61440 | 61447
 18591 |        puzzlebot |  7334 | 61444 | 61444 | 64518 | 64518
 17935 |        puzzlebot |  7334 | 61443 | 61443 | 65253 | 65262
  7376 |            dysan |  7334 | 41014 | 41014 | 63331 | 63331
 18592 |          PhoeniX |  7334 | 61444 | 61444 | 64519 | 64521
 17936 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65263 | 65263
  7377 |       Shandrakor |  7334 | 41014 | 41014 | 63333 | 63348
 18593 |        puzzlebot |  7334 | 61444 | 61444 | 64522 | 64527
 17937 |        puzzlebot |  7334 | 61443 | 61443 | 65264 | 65269
  7378 |      wintermute1 |  7334 | 41014 | 41014 | 63350 | 63350
 18594 |          PhoeniX |  7334 | 61444 | 61444 | 64528 | 64529
 17938 |    e_vitiello_jr |  7334 | 61443 | 61443 | 65270 | 65270
  7379 |        Nostromo3 |  7334 | 41014 | 41014 | 63351 | 63351
 18595 |        puzzlebot |  7334 | 61444 | 61444 | 64530 | 64530
 17939 |        puzzlebot |  7334 | 61443 | 61443 | 65271 | 65302
 18596 |          PhoeniX |  7334 | 61444 | 61444 | 64531 | 64531
 18597 |        puzzlebot |  7334 | 61444 | 61444 | 64532 | 64536
 18598 |          PhoeniX |  7334 | 61444 | 61444 | 64537 | 64537
 18599 |        puzzlebot |  7334 | 61444 | 61444 | 64538 | 64545
   960 |          PhoeniX |  7334 | 32767 | 32767 | 64263 | 64263
   961 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64268 | 64272
   962 |          PhoeniX |  7334 | 32767 | 32767 | 64274 | 64274
   963 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64279 | 64281
   964 |          PhoeniX |  7334 | 32767 | 32767 | 64285 | 64285
   965 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64288 | 64293
   966 |          PhoeniX |  7334 | 32767 | 32767 | 64295 | 64295
   967 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64299 | 64304
   968 |          PhoeniX |  7334 | 32767 | 32767 | 64305 | 64305
   969 |    e_vitiello_jr |  7334 | 32767 | 32767 | 64307 | 64332
  6720 |           kimmy- |  7334 | 40994 | 40994 | 63488 | 64744
  6721 |      Nostromo434 |  7334 | 40994 | 40994 | 64745 | 64745
  6722 |           kimmy- |  7334 | 40994 | 40994 | 64746 | 65022
  6723 |        puzzlebot |  7334 | 40994 | 40994 | 65023 | 65023
  7380 |             Oli2 |  7334 | 41014 | 41014 | 63352 | 63352
